축제명,개최장소,축제시작일자,축제종료일자,축제내용,주관기관,주최기관,후원기관,전화번호,홈페이지주소,관련정보,소재지도로명주소,소재지지번주소,위도,경도,데이터기준일자,제공기관코드,제공기관명
여르미오페스티벌,안산시 문화광장,2018-08-04,2018-08-04,대중예술축제,안산문화재단,안산문화재단,,031-481-4030,http://www.ansanfset.com,,경기도 안산시 단원구 화랑로 312,경기도 안산시 단원구 고잔동 817,37.31842647,126.8231075,2019-11-01,3930000,경기도 안산시
제6회 상록수문화제,"본오3동공영주차장, 매화길, 상록수역 앞 광장",2018-09-15,2018-09-15,"기념음악회, 체험박람회, 작품발표회, 거리퍼레이드 등",안산시,안산시,국가보훈처,031-481-3040,http://choiyongsin.iansan.net,,경기도 안산시 상록구 샘골서길 64,경기도 안산시 상록구 본오동 879-4,37.29964386,126.8627,2019-11-01,3930000,경기도 안산시
2018 안산시 평생학습 한마당 & 제8회 안산시도서관책문화축제,안산 호수공원 중앙광장,2018-10-09,2018-10-09,"도서관홍보, 체험, 북콘서트, 전시 등",안산중앙도서관,안산중앙도서관,,031-481-3862,http://lib.ansan.go.kr,,경기도 안산시 상록구 해안로 561(사동),경기도 안산시 상록구 사동 1509,37.29840309,126.8191347,2019-11-01,3930000,경기도 안산시
2018 안산 김홍도축제,화랑유원지,2018-10-12,2018-10-14,"김홍도마을 재현, 김홍도 마당극, 사생대회 등",안산시,안산시,"문화체육관광부, 한국관광공사, 경기관광공사, 경기도안산교육지원청, (사)한국미술협회, (사)안산시관광협의회 등",031-481-3059,https://tourinfo.ansan.go.kr/main.do,,경기도 안산시 단원구 동산로 268,경기도 안산시 단원구 초지동 667,37.32567447,126.813771,2019-11-01,3930000,경기도 안산시
안산사이언스밸리(ASV) 과학축제,한양대 ERICA,2018-10-20,2018-10-21,"과학기술체험 부스 운영, 드론페스티벌 등","경기TP, 안산청소년수련관, 한양대 ERICA",안산시,,031-481-3517,,,경기도 안산시 상록구 한양대학로 55,경기도 안산시 상록구 사동 1271,37.29800374,126.8343934,2019-11-01,3930000,경기도 안산시
제11주년 세계인의 날 기념행사,안산화랑유원지,2018-11-04,2018-11-04,"기념식, 문화 및 각종 부대행사",안산시,안산시,한국가스공사,031-481-3298,,원곡동 다문화거리,경기도 안산시 단원구 동산로 268,경기도 안산시 단원구 초지동 667,37.32567447,126.813771,2019-11-01,3930000,경기도 안산시
안산국제거리극축제,안산문화광장 및 안산시 일대,2019-05-04,2019-05-06,순수예술축제,안산시,안산문화재단,"문화체육관광부, 경기관광공사, 한국문화예술위원회, 한국지역진흥재단",031-481-0531,http://www.ansanfset.com,"화랑유원지,",경기도 안산시 단원구 광덕대로 157,경기도 안산시 단원구 고잔동 800,37.3107415,126.8298216,2019-11-01,3930000,경기도 안산시
별빛달빛놀이터,단원청소년수련관,2019-05-17,2019-05-17,"버스킹 공연, 벼룩시장, 먹거리 야시장 등",안산시,안산시청소년재단 단원청소년수련관,,031-412-1763,www.ansanyouth.or.kr,,경기도 안산시 단원구 화정천서로 369,경기도 안산시 단원구 초지동 667,37.330422,126.816788,2019-11-01,3930000,경기도 안산시
청소년의달 기념행사 <열정유>,단원청소년수련관,2019-05-19,2019-05-19,"안산시청소년들을 위한 축제(공연,체험 등)",안산시,안산시청소년재단 상록청소년수련관,,031-412-1761,www.ansanyouth.or.kr,,경기도 안산시 단원구 화정천서로 369,경기도 안산시 단원구 초지동 667,37.330422,126.816788,2019-11-01,3930000,경기도 안산시
제12주년 세계인의 날 기념행사,안산문화광장,2019-05-19,2019-05-19,"기념식, 문화 및 각종 부대행사",안산시,안산시,,031-481-3298,,원곡동 다문화거리,경기도 안산시 단원구 광덕대로 157,경기도 안산시 단원구 고잔동 800,37.3107415,126.8298216,2019-11-01,3930000,경기도 안산시
청소년어울림마당 1회차,상록청소년수련관,2019-06-01,2019-06-01,개막,안산시,안산시청소년재단 상록청소년수련관,,031-412-1763,www.ansanyouth.or.kr,,경기도 안산시 상록구 삼일로 696,경기도 안산시 상록구 성포동 214-1,37.32625264,126.853291,2019-11-01,3930000,경기도 안산시
청소년어울림마당 2회차,상록청소년수련관,2019-07-20,2019-07-20,여름축제,안산시,안산시청소년재단 상록청소년수련관,,031-412-1763,www.ansanyouth.or.kr,,경기도 안산시 상록구 삼일로 696,경기도 안산시 상록구 성포동 214-1,37.32625264,126.853291,2019-11-01,3930000,경기도 안산시
그랑꼬또 와인 페스티벌,그랑꼬또와이너리,2019-08-30,2019-08-31,"대부와인 홍보 및 직거래, 문화공연 등",안산시,그린영농조합법인,,031-481-2317,http://www.grandcoteau.co.kr/,대부와인,경기도 안산시 단원구 뻐꾹산길 107,경기도 안산시 단원구 대부북동 1011-4,37.25747121,126.5825449,2019-11-01,3930000,경기도 안산시
대부포도축제,구)바다향기테마파크,2019-09-07,2019-09-08,"대부포도 홍보 및 직거래, 문화공연 등",안산시,대부도포도축제위원회,,031-481-2317,https://tourinfo.ansan.go.kr/main.do,대부포도,,경기도 안산시 단원구 대부북동 1841-10,37.283242,126.578124,2019-11-01,3930000,경기도 안산시
청소년어울림마당 3회차,상록청소년수련관,2019-09-28,2019-09-28,별이 빛나는 밤에,안산시,안산시청소년재단 상록청소년수련관,,031-412-1763,www.ansanyouth.or.kr,,경기도 안산시 상록구 삼일로 696,경기도 안산시 상록구 성포동 214-1,37.326253,126.853291,2019-11-01,3930000,경기도 안산시
제7회 상록수문화제,"최용신기념관,상록수공원",2019-10-26,2019-10-26,"공연,전시,체험 등",안산시,안산시,국가보훈처,031-481-3040,http://choiyongsin.iansan.net,,경기도 안산시 상록구 샘골서길 64,경기도 안산시 상록구 본오동 879-4,37.29964386,126.8627,2019-11-01,3930000,경기도 안산시
청소년어울림마당 4회차,안산대학교,2019-10-26,2019-10-26,잡아드림 연계,안산시,안산시청소년재단 상록청소년수련관,,031-412-1763,www.ansanyouth.or.kr,,경기도 안산시 상록구 삼일로 696,경기도 안산시 상록구 성포동 214-1,37.326253,126.853291,2019-11-01,3930000,경기도 안산시
청소년어울림마당 5회차,상록청소년수련관,2019-11-02,2019-11-02,폐막,안산시,안산시청소년재단 상록청소년수련관,,031-412-1763,www.ansanyouth.or.kr,,경기도 안산시 상록구 삼일로 696,경기도 안산시 상록구 성포동 214-1,37.326253,126.853291,2019-11-01,3930000,경기도 안산시
해맞이 행사,오봉산 등,2019-01-01,2019-01-01,"새해 소원빌기 행사, 새해안녕기원행사,해맞이공연, 먹거리제공 등",북구청 문화예술과,(사)대구북구새마을회,,,,,,대구광역시 북구 구암동 349,35.93228847,128.5675195,2019-11-01,3450000,대구광역시 북구
금호강 정월대보름 축제,금호강변(산격대교 하단 둔치),2019-02-19,2019-02-19,"달집태우기행사,풍물놀이,소원지봉헌등",북구청 문화예술과,북구문화원,,,,,,대구광역시 북구 산격동 1477-1,35.90663896,128.6005355,2019-11-01,3450000,대구광역시 북구
금호강 바람소리길 축제,금호강변(산격대교 하단 둔치),2019-09-28,2019-09-29,"테마공연, 체험형 메인프로그램,수상프로그램,어린이체험프로그램,지역복지박람회 등",북구청 문화예술과,(재)행복북구문화재단,,,,,,대구광역시 북구 산격동 1477-1,35.90663896,128.6005355,2019-11-01,3450000,대구광역시 북구
2019 대한민국 국향대전,함평엑스포공원,2019-10-18,2019-11-03,차별화된 국화작품 기획·연출로 관광객의 다양한 볼거리 제공,함평군축제추진위원회,함평군,"농림축산식품부, 농촌진흥청, 한국관광공사, 전라남도, 대한민국 국화동호회",061-320-1783,www.hampyeong.go.kr,,전라남도 함평군 함평읍 곤재로 27,전라남도 함평군 함평읍 수호리 1153-1,35.05618964,126.5199487,2019-12-02,4960000,전라남도 함평군
성산일출축제,성산일출봉 일원,2018-12-30,2019-01-01,성산일출봉에서 새해 첫 일출을 다 함께 반기는 축제,제주특별자치도,제주특별자치도,,064-760-4282,http://www.sunrisefestival.kr/,,제주특별자치도 서귀포시 성산읍 일출로 284-12,,33.4621467,126.9364271,2019-06-17,6500000,제주특별자치도
서귀포겨울바다 국제펭귄수영대회,중문색달해수욕장,2019-01-01,2019-01-01,"일종의 극기체험을 통해 묵은해의 흔적을 지우고, 희망찬 새해를 설계하며 강한 정신력을 고취시키는 겨울 이벤트",사단법인 서귀포시관광협의회,서귀포시,,064-739-7201,http://cafe.daum.net/winter-sea-swim,,제주특별자치도 서귀포시 중문관광로 154-17,,33.2444327,126.4161942,2019-06-17,6500000,제주특별자치도
제주윈터페스티벌,제주 칠성로상점가,2018-12-20,2019-01-06,제주시 원도심에서 즐길 수 있는 제주의 겨울,제주특별자치도. 제주관광공사,제주특별자치도. 제주관광공사,,064-740-6000,http://www.facebook.com/jejuwinterfestival,,제주특별자치도 제주시 관덕로15길 15,,33.5146078,126.5265933,2019-06-17,6500000,제주특별자치도
제주 라프 별빛축제,다희연,2018-11-01,2019-03-15,"빛을 매개로 한 설치, 조형 예술 작품을 감상할 수 있는 축제",(주)아트플레쉬,(주)아트플레쉬,,064-784-9030,https://www.jejulaf.com/,,제주특별자치도 제주시 조천읍 선교로 115-1,,33.4868384,126.707013,2019-06-17,6500000,제주특별자치도
탐라국입춘굿놀이,목관아 일대,2019-02-02,2019-02-04,제주 원도심에서 만나는 봄맞이 축제,제주특별자치도,제주민예총,,064-728-2714,http://blog.daum.net/jepaf,,제주특별자치도 제주시 관덕로 19,,33.5133537,126.5214452,2019-06-17,6500000,제주특별자치도
제주왕벚꽃축제,제주시 전농로 / 애월읍 장전리 일대,2019-03-27,2019-03-31,제주의 왕벚꽃 명소에서 즐기는 축제,전농로왕벚꽃축제추진위원회,전농로왕벚꽃축제추진위원회,,064-728-2751,,,제주특별자치도 제주시 전농로 40,,33.50414427,126.5173665,2019-06-17,6500000,제주특별자치도
제주들불축제,새별오름 일대,2019-03-07,2019-03-10,불·목축문화·소원성취를 소재로 한 전시·문화·체험 행사,제주시관광축제추진협의회,제주시,,064-728-2753,http://buriburi.go.kr/,,제주특별자치도 제주시 애월읍 화전길 201,,33.3511411,126.3877935,2019-06-17,6500000,제주특별자치도
서귀포 유채꽃 국제걷기대회,제주월드컵경기장 광장,2019-03-23,2019-03-24,서귀포의 수려한 자연경관과 봄의 정취를 알리는 유채꽃 국제걷기대회,(사)한국체육진흥회 / (사)서귀포시관광협의회,서귀포시,,064-760-3320,,,제주특별자치도 서귀포시 월드컵로 33,,33.24621974,126.5092777,2019-06-17,6500000,제주특별자치도
가파도청보리축제,가파도 일대,2019-03-30,2019-05-12,해마다 봄이 되면 청보리밭 위로 푸른 물결이 굽이치는 장관을 볼 수 있는 청보리 축제,가파도청보리축제위원회,가파도청보리축제위원회,,064-794-7130,,,제주특별자치도 서귀포시 대정읍 가파로 2,,33.16623426,126.2689384,2019-06-17,6500000,제주특별자치도
제37회 제주유채꽃축제,조랑말체험공원,2019-04-04,2019-04-07,제주의 멋진 풍경 속 유채꽃 속에 빠질 수 있는 축제의 장,제주유채꽃축제조직위원회,서귀포시,,064-787-3966,http://www.jejuflowerfestival.com/,,제주특별자치도 서귀포시 표선면 녹산로 381-15,,33.38309728,126.7362849,2019-06-17,6500000,제주특별자치도
제11회 우도소라축제,"천진항, 우도면 일원",2019-04-12,2019-04-14,"우도 특산물인 뿔소라를 주제로 다양한 시식 및 체험 행사를 진행, 마음까지 풍성한 축제",우도면연합청년회,우도면,,064-728-4321,,,제주특별자치도 제주시 우도면 우도해안길 70,,33.4926799,126.9517219,2019-06-17,6500000,제주특별자치도
탐라문화콘서트 - 놀젠놀장,산지천 북수구광장 일원,2019-04-20,2019-05-25,제주 원도심 활성화와 가족 관광객이 찾는 야간 명소,제주관광공사. JIBS,제주특별자치도,,,https://www.noljennoljang.com/,,제주특별자치도 제주시 일도1동 1146-22,,33.512315,126.5257578,2019-06-17,6500000,제주특별자치도
삼다공원 야간콘서트·야몬딱털장,신제주 로터리 삼다공원,2019-04-26,2019-08-23,"“도심 속 잠자는 공원이 깨어난다” Every Friday, Healing day",제주관광공사. KCTV제주방송,제주특별자치도,,,,,제주특별자치도 제주시 은남길 8,,33.4889302,126.495671,2019-06-17,6500000,제주특별자치도
제3회 제주오라 청보리 & 유채꽃 축제,오라동 청보리밭,2019-04-26,2019-05-31,청보리의 푸르름과 노란 유채꽃을 한눈에 감상할 수 있는 축제,농업회사법인 오라,농업회사법인 오라,,,,,제주특별자치도 제주시 오라동 산76,,33.4391416,126.4899471,2019-06-17,6500000,제주특별자치도
제 9회 수월봉 트레일,수월봉·차귀도·당산봉 일대,2019-04-25,2019-04-28,지질트레일을 즐기며 새로운 지질자원과 풍경을 즐길 수 있는 행사,제주도 세계지질공원 트레일위원회,제주특별자치도,,064-750-2291,,,제주특별자치도 제주시 한경면 고산리 3760,,33.2947595,126.1612544,2019-06-17,6500000,제주특별자치도
2019 제주 봄여행주간,제주도 일원,2019-04-27,2019-05-12,제주에서 봄빛 담아가기. 제주에코파티,문화체육관광부. 한국관광공사. 제주특별자치도. 제주관광공사,문화체육관광부. 한국관광공사. 제주특별자치도. 제주관광공사,,1577-2296,,,제주특별자치도 제주시 선덕로 23(연동),,33.4863166,126.4990979,2019-06-17,6500000,제주특별자치도
한라산청정고사리축제,남원읍 국가태풍센터 서측,2019-04-27,2019-04-28,생명이 움트는 청정 남원읍의 자연과 함께 즐기는 한라산청정 고사리 축제,남원읍 축제위원회,서귀포시 남원읍,,064-760-4182,http://www.jejugosari.net/,,제주특별자치도 서귀포시 남원읍 서성로 788,,33.3300626,126.6774032,2019-06-17,6500000,제주특별자치도
설문대할망 페스티벌 2019,제주돌문화공원 및 제주도 일원,2019-05-01,2019-05-31,제주도 대표 창조 설화인 설문대할망을 기리고 세계적인 문화행사로의  발전을 위한 祭 행사 및 부대행사 개최,제주돌문화공원,제주돌문화공원,,064-710-7731,,,제주특별자치도 제주시 조천읍 남조로 2023,,33.4486627,126.6589493,2019-06-17,6500000,제주특별자치도
제주푸드앤와인페스티벌,제주도 일원,2019-05-02,2019-05-11,"해외 및 국내 유명 셰프들이 함께 참여해 제주도의 식재료를 사용, 다양한 우리의 맛과 멋을 선보일 예정",한국푸드앤와인페스티벌. 제주한라대학교,Jeju Food & Wine Festival Organizing Committee,,,,,제주특별자치도 제주시 한라대학로 38,,33.4770439,126.4748646,2019-06-17,6500000,제주특별자치도
방선문축제,방선문입구,2019-05-04,2019-05-05,계곡에서 즐기는 문화와 예술 축제,방선문축제위원회,오라동자연문화유산보전회,,064-728-4802,,,제주특별자치도 제주시 오라이동 3819-11,,33.451122,126.515948,2019-06-17,6500000,제주특별자치도
"제주,100년의 시간여행 - 제주다크투어",제주 전역,2019-05-04,2019-11-30,"제주,100년의 시간여행(3.1운동부터 제주 4.3까지) - 제주다크투어",제주관광공사,제주특별자치도 세계유산본부,,,,,제주특별자치도 제주시 관덕로 19,,33.5133537,126.5214452,2019-06-17,6500000,제주특별자치도
제6회 국제전기자동차엑스포,제주국제컨벤션센터(ICC JEJU),2019-05-08,2019-05-11,"‘전기차의 혁신을 향해 질주하라(Drive Evolution)’을 캐치프레이즈로 전시회, 컨퍼런스, 특별프로그램, B2B프로그램, 부대행사 진행",제6회 국제전기자동차엑스포 조직위원회,사단법인 국제전기자동차엑스포,,064-702-1580,http://www.ievexpo.org/,,제주특별자치도 서귀포시 중문관광로 224,,33.2413649,126.4245153,2019-06-17,6500000,제주특별자치도
2019 사려니숲 에코힐링 체험,사려니숲,2019-05-25,2019-06-02,사려니숲길 산림문화체험 프로그램,산림문화체험 사려니숲길위원회,제주특별자치도,,064-750-2291,http://www.facebook.com/saryeoni/,,제주특별자치도 서귀포시 표선면 남조로 1487-73,,33.4018105,126.6753835,2019-06-17,6500000,제주특별자치도
제주국제관광마라톤축제,구좌종합운동장,2019-05-26,2019-05-26,제주의 파란 바닷빛과 함께 천혜의 자연 에너지를 만끽할 수 있는 “제주국제관광마라톤축제”,제주특별자치도관광협회,제주특별자치도,,064-741-8781,http://www.jejumarathon.com/InfoOutline01.do,,제주특별자치도 제주시 구좌읍 김녕로 209,,33.5561992,126.7616506,2019-06-17,6500000,제주특별자치도
2019 봄 시즌글라스 녹차 페스티벌 청초밭 제주,청초밭,2019-05-31,2019-06-09,100만 평의 녹차밭에서 열리는 녹차 페스티벌,시즌글라스 코리아,시즌글라스 코리아,,02-6246-4848,https://blog.naver.com/farm-green,,제주특별자치도 서귀포시 표선면 성읍이리로 57번길 34,,33.4180593,126.7809714,2019-06-17,6500000,제주특별자치도
2019 보목자리돔축제,보목포구 일원,2019-05-31,2019-06-02,그림 같은 서귀포 앞바다에서 즐기는 별미 축제,보목어촌계 · 보목동청년회,보목자리돔축제위원회,,064-733-3508,,,제주특별자치도 서귀포시 보목포로 46,,33.23920545,126.6068305,2019-06-17,6500000,제주특별자치도
2019 곶자왈 반딧불이 축제,청수리 곶자왈(웃뜨르 빛센타),2019-06-01,2019-07-15,별 흐르는 마을 청수리에서 개최되는 곶자왈 반딧불이 축제,청수축제위원회,청수마을회,,064-722-1303,,,제주특별자치도 제주시 한경면 연명로 348,,33.3020203,126.25912,2019-06-17,6500000,제주특별자치도
2019 제주 메밀축제,제주메일체험관,2019-06-01,2019-06-02,메밀 생산량 1위인 제주에서 펼쳐지는 메밀축제,제주메밀육성사업단,한라산아래첫마을,,064-792-8245,,,제주특별자치도 서귀포시 안덕면 산록남로 675,,33.32805926,126.3796828,2019-06-17,6500000,제주특별자치도
제주해비치아트페스티벌,해비치호텔앤리조트,2019-06-10,2019-06-13,제주 전역에서 펼쳐지는 다양한 장르의 공연행사 등으로 공연문화발전의 선도적 역할을 수행하기 위하여 매년 제주특별자치도에서 개최되는 대규모 행사,"한국문화예술회관연합회, 제주특별자치도, 한국문화예술위원회","한국문화예술회관연합회, 제주특별자치도, 한국문화예술위원회",,,http://www.jhaf.or.kr/Home/Main.aspx,,제주특별자치도 서귀포시 표선면 민속해안로 537,,33.3234478,126.8447796,2019-06-17,6500000,제주특별자치도
스테핑스톤페스티벌,함덕해수욕장 일대,2019-07-12,2019-07-13,제주의 여름과 다채로운 음악의 향현,스테핑스톤페스티벌 조직위,스테핑스톤페스티벌 조직위,,064-752-2225,,,제주특별자치도 제주시 조천읍 조함해안로 525,,33.542722,126.6692481,2019-06-17,6500000,제주특별자치도
2019년도 거문오름국제트레킹,거문오름 일대,2019-07-20,2019-07-28,거문오름을 예약없이 탐방하고 용암길과 진물길을 걸을 수 있는 일 년에 단 한 번뿐인 기회,세계자연유산 거문오름국제트레킹 위원회,제주특별자치도,,064-750-2523,,,제주특별자치도 제주시 조천읍 선교로 569-36,,33.4569205,126.7147513,2019-06-17,6500000,제주특별자치도
금능 원담축제,금능해수욕장,2019-07-28,2019-07-29,금능 해수욕장에서 펼쳐지는 맨손 고기잡기 체험,금능원담축제추진위원회,금능리,,,,,제주특별자치도 제주시 한림읍 금능길 119-10,,33.391126,126.2363373,2019-06-17,6500000,제주특별자치도
이호테우축제,이호테우해수욕장,2019-07-27,2019-07-29,제주 도심에서 즐기는 해수욕장 축제,이호테우축제위원회,이호테우축제위원회,,064-742-2501,,,제주특별자치도 제주시 도리로 20,,33.4961851,126.4559518,2019-06-17,6500000,제주특별자치도
황태축제,강원도 인제군 북면 용대3리 용대삼거리,2019-06-06,2019-06-09,"공연행사, 체험행사, 특산품 판매","황태축제위원회, 용대황태연합회",용대3리 황태마을,인제군,033-462-4808,http://www.yongdaeri.com/5festival/,,강원도 인제군 북면 황태길 372,강원도 인제군 북면 용대리 182,38.2208221,128.3705583,2019-09-03,4330000,강원도 인제군
진동계곡산나물축제,강원도 인제군 기린면 진동리 농촌체험학교,2019-05-18,2019-05-19,"공연행사, 체험행사, 특산품 판매",진동계곡산나물축제 추진위원회,진동계곡산나물축제 추진위원회,인제군,033-460-2082,http://www.jindongri.com,,강원도 인제군 기린면 조침령로 1061,강원도 인제군 기린면 진동리 662,37.9640042,128.4051257,2019-09-03,4330000,강원도 인제군
인제빙어축제,강원도 인제군 남면 부평리 빙어호,2019-01-26,2019-02-03,"축제행사, 빙어낚시, 체험, 특산품 판매, 공연",(재)인제군문화재단,(재)인제군문화재단,인제군,033-460-8971,http://www.injefestival.co.kr/,,강원도 인제군 남면 모루박길 17-46,강원도 인제군 남면 부평리 82-1,37.98808996,128.0955517,2019-09-03,4330000,강원도 인제군
2019 대전 서구힐링 아트페스티벌,샘머리공원 및 보라매공원(서구청앞) 일원,2019-05-24,2019-05-26,아트마켓 등 7개분야 94개 프로그램,"서구축제추진위원회, 대전광역시서구문화원, 한국예총대전광역시연합회",대전광역시 서구,"교육부, 대전광역시, 대전광역시교육청",042-288-2714,http://www.seogu.go.kr/sorg/content.do?mnucd=SGMENU0500127,,대전광역시 서구 둔산서로 100,대전광역시 서구 둔산동 1544,36.35505672,127.3833597,2019-10-15,3660000,대전광역시 서구
가파도청보리축제,가파도 일원,2019-03-30,2019-05-12,청보리밭 걷기. 연날리기. 소라잡기 체험 등,가파리마을회,대정읍,,064-760-4085,www.i70ni.com,,제주특별자치도 서귀포시 대정읍 가파리,,33.16973194,126.2712937,2019-09-11,6520000,제주특별자치도 서귀포시
제주유채꽃축제,가시리 조랑말체험공원 일원,2019-04-04,2019-04-07,금혼식. 유채꽃 음식경연. 갑마장길 걷기 등,제주유채꽃축제조직위원회,서귀포시,,064-760-3946,www.jejuflowerfestival.com,,제주특별자치도 서귀포시 표선면 녹산로 381-15,,33.38309728,126.7362849,2019-09-11,6520000,제주특별자치도 서귀포시
한라산청정 고사리축제,한남리 국가태?센터 서측,2019-04-27,2019-04-28,고사리 꺽기풍습 체험. 사생대회 등,남원읍축제위원회,남원읍,,064-760-4182,www.jejugosari.net,,제주특별자치도 서귀포시 남원읍 서성로 788,,33.33005821,126.6773368,2019-09-11,6520000,제주특별자치도 서귀포시
보목자리돔축제,보목포구 일원,2019-05-31,2019-06-02,풍물길트기. 자리돔 맨손잡기. 자리돔가요제 등,보목자리돔축제위원회,보목어촌계·보목동청년회,,064-760-4502,www.i70ni.com,,제주특별자치도 서귀포시 보목동,,33.24571595,126.6002645,2019-09-11,6520000,제주특별자치도 서귀포시
한여름밤 솜반천 청소년영상문화축제,솜반천 일원,2019-07-20,2019-07-21,추억의 길 걷기대회. 영화상영 등,서홍동청소년지도협의회,서홍동청소년지도협의회,,064-760-4725,www.i70ni.com,,제주특별자치도 서귀포시 서홍동,,33.25597105,126.5601806,2019-09-11,6520000,제주특별자치도 서귀포시
예래생태체험축제,예래논짓물 일원,2019-07-27,2019-07-28,생태마을탐방. 맨손으로 넙치잡기 등,예래생태체험축제위원회,예래동주민자치위원회,,064-760-4841,www.i70ni.com,,제주특별자치도 서귀포시 하예동,,33.24121093,126.3787175,2019-09-11,6520000,제주특별자치도 서귀포시
돈내코계곡 원앙축제,돈내코계곡 일원,2019-08-03,2019-08-04,주민자치프로그램. 노래자랑 등,영천동축제위원회,영천동영천동축제위원회,,064-760-4653,www.i70ni.com,,제주특별자치도 서귀포시 돈내코로 137,,33.30050357,126.5819509,2019-09-11,6520000,제주특별자치도 서귀포시
표선해변 하얀모래축제,표선해수욕장,2019-08-03,2019-08-04,비치사커대회. 백사가요제. 라이브 공연 등,표선리청년회,표선리마을회,,064-760-4414,www.i70ni.com,,제주특별자치도 서귀포시 표선면 표선리,,33.3265291,126.8287399,2019-09-11,6520000,제주특별자치도 서귀포시
쇠소깍축제,효돈 쇠소깍 및 하효항 일원,2019-08-24,2019-08-25,맨손 고기잡기. 다우렁길 걷기 등,효돈동연합청년회,효돈동,,064-760-4623,www.i70ni.com,,제주특별자치도 서귀포시 신효동,,33.26819982,126.6107448,2019-09-11,6520000,제주특별자치도 서귀포시
서귀포칠십리축제,자구리공원 일원,2019-09-27,2019-09-28,퍼레이드. 마당놀이. 전통문화 체험 등,서귀포칠십리축제조직위원회,서귀포시,,064-760-3946,www.i70ni.com,,제주특별자치도 서귀포시 서귀동 70-1,,33.24346238,126.5690934,2019-09-11,6520000,제주특별자치도 서귀포시
덕수리 전통민속축제,덕수리 민속공연장,2019-10-05,2019-10-06,불미공예. 방앗돌굴리는 노래 등,덕수리민속보존회,안덕면덕수리마을회,,064-760-4314,www.i70ni.com,,제주특별자치도 서귀포시 안덕면 덕수리 613-2,,33.25116349,126.3231819,2019-09-11,6520000,제주특별자치도 서귀포시
중문칠선녀축제,천제연폭포 일원,2019-10-19,2019-10-20,칠선녀제. 가요제. 예술인한마당 등,중문마을회,중문동칠선녀축제위원회,,064-760-4824,www.i70ni.com,,제주특별자치도 서귀포시 중문동 2230-1,,33.25309409,126.418965,2019-09-11,6520000,제주특별자치도 서귀포시
서귀포혁신도시 야간문화콘서트 <와랑와랑 in 서귀포>,제주월드컵경기장 광장,2019-08-23,2019-08-31,인기 뮤지션들과 함께하는 서귀포 뮤직페스티벌,제주관광공사. 제주MBC,제주특별자치도,,064-740-6000,,,제주특별자치도 서귀포시 월드컵로 3,,,,2019-09-11,6520000,제주특별자치도 서귀포시
2019 서귀포과학문화축전,서귀포천문과학문화관,2019-09-07,2019-09-07,과학체험부스와 로켓시범발사. 과학퀴즈대회. 오르니톱터 날리기 등 다양한 체험의 장,서귀포시,서귀포시,,064-739-9701,http://culture.seogwipo.go.kr/astronomy/,,제주특별자치도 서귀포시 1100로 506-1,,33.28885163,126.460416,2019-09-11,6520000,제주특별자치도 서귀포시
서귀포 3분 관광영화제,김정문화회관,2019-08-23,2019-08-23,출품작 상영 및 시상식. 야외상영회. 부대행사 등,서귀포시,서귀포시,,064-760-2652,,,제주특별자치도 서귀포시 김정문화로 32,,33.25141739,126.5076218,2019-09-11,6520000,제주특별자치도 서귀포시
2020 부평풍물대축제,"부평대로, 부평아트센터, 신트리공원 등",2020-10-16,2020-10-18,"개폐막공연, 전통연희 판, 퍼레이드, 경연대회 등","부평구축제위원회, 부평구문화재단, 부평문화원",부평구,"문화체육관광부, 인천광역시 등",032-509-7516,www.bpf.or.kr,,인천광역시 부평구 부평대로 69,인천광역시 부평구 부평동 224-1,37.49765011,126.7220754,2019-12-13,3540000,인천광역시 부평구
태백산눈축제,태백산국립공원 및 시내일원,2019-01-18,2019-02-04,"개막행사, 대형눈조각전시, 체험공연프로그램 등",강원도 태백시,태백시축제위원회,"문화체육관광부, 강원도, 한국관광공사, 한국지역진흥재단 등",033-550-2085,http://festival.taebaek.go.kr/snow/,없음,"강원도 태백시 태붐로 21, 태백시청","강원도 태백시 태붐로21, 태백시청",37.1626608,128.9868699,2019-06-13,4220000,강원도 태백시
한강낙동강발원지축제,검룡소 및 황지연못 등 시내일원,2019-07-20,2019-08-04,"야외영화상영, 중앙로 물놀이난장, 물총퍼레이드, 공연 및 체험프로그램 등",강원도 태백시,태백시축제위원회,"문화체육관광부, 강원도, 한국관광공사, 한국지역진흥재단 등",033-550-2085,http://festival.taebaek.go.kr/summer/,없음,"강원도 태백시 태붐로 21, 태백시청","강원도 태백시 태붐로21, 태백시청",37.1626608,128.9868699,2019-06-13,4220000,강원도 태백시
목포항구축제,목포항 및 삼학도 일원,2019-10-04,2019-10-07,"파시컬, 파시장터, 길놀이 등 항구를 테마로한 체험, 공연, 전시 프로그램등 6개분야 60여개 프로그램 운영 등",전라남도 목포시,목포시축제추진위원회,"전라남도,한국관광공사",061-270-8441,http://www.mokpo.go.kr/tour/festival/harbor/outline,,전라남도 목포시 삼학로92번길 68,전라남도 목포시 산정동 1481,34.7828401,126.3922513,2019-10-08,4800000,전라남도 목포시
